,sueldo_basico,categoria,ausencias,cantidad_hijos,sueldo
995,17000,B,2,3,21250
996,45400,B,2,1,48150
997,48200,A,0,3,51820
998,59600,B,2,2,63100
999,39600,B,2,2,43100
1000,55500,C,2,1,58750
1001,39000,A,2,2,41800
1002,36200,C,1,1,39450
1003,76100,C,0,1,79420
1004,62700,A,2,1,64750
1005,16200,A,0,0,17570
1006,22200,A,0,2,25070
1007,77500,A,0,0,78870
1008,17300,C,2,1,20550
1009,62000,C,1,1,65250
1010,85800,B,0,3,90120
1011,88000,C,2,1,91250
1012,68800,A,2,1,70850
1013,53300,C,2,0,55800
1014,33900,A,2,1,35950
1015,61200,A,2,1,63250
1016,60900,B,1,1,63650
1017,83200,B,2,3,87450
1018,68800,C,1,1,72050
1019,68200,C,1,2,72200
1020,13300,A,1,3,16850
1021,76700,A,1,1,78750
1022,59600,B,2,0,61600
1023,53200,C,2,0,55700
1024,86100,C,0,2,90170
1025,82600,C,1,0,85100
1026,17100,B,2,3,21350
1027,52200,B,0,3,56520
1028,50600,B,2,2,54100
1029,60400,B,0,3,64720
1030,26400,B,2,0,28400
1031,55500,B,0,1,58320
1032,56500,B,2,0,58500
1033,69100,A,2,0,70400
1034,89300,B,2,0,91300
1035,69600,C,2,0,72100
1036,23900,C,0,2,27970
1037,15000,B,0,3,19320
1038,69900,B,2,0,71900
1039,61300,C,1,2,65300
1040,33300,C,1,2,37300
1041,28700,A,0,1,30820
1042,47700,A,1,0,49000
1043,48200,C,0,2,52270
1044,64400,A,1,3,67950
1045,83300,B,1,2,86800
1046,21000,A,0,2,23870
1047,39400,C,1,3,44150
1048,83800,A,0,1,85920
1049,43100,C,1,2,47100
1050,67000,A,0,0,68370
1051,23200,B,1,1,25950
1052,26400,A,0,2,29270
1053,46100,A,2,3,49650
1054,74800,A,0,1,76920
1055,46400,B,2,0,48400
1056,60900,A,1,0,62200
1057,53900,A,1,1,55950
1058,55700,C,0,3,60520
1059,56300,B,0,2,59870
1060,44500,C,1,1,47750
1061,67700,B,1,2,71200
1062,72700,B,0,0,74770
1063,60100,B,1,2,63600
1064,87600,B,1,2,91100
1065,13900,A,0,3,17520
1066,85000,B,0,1,87820
1067,63700,B,2,2,67200
1068,84800,C,0,3,89620
1069,17900,A,2,2,20700
1070,27800,C,1,0,30300
1071,69600,B,0,3,73920
1072,28300,B,1,0,30300
1073,45200,B,0,2,48770
1074,68000,A,0,2,70870
1075,72800,B,1,3,77050
1076,83100,B,1,2,86600
1077,33600,A,2,2,36400
1078,59000,A,0,1,61120
1079,57900,B,0,2,61470
1080,17100,B,2,1,19850
1081,71700,A,1,0,73000
1082,37600,A,0,0,38970
1083,41300,A,0,0,42670
1084,10000,C,1,1,13250
1085,39000,A,1,0,40300
1086,64300,C,2,0,66800
1087,12100,B,2,3,16350
1088,88000,C,2,0,90500
1089,85700,A,1,2,88500
1090,49500,A,1,2,52300
1091,55600,C,1,0,58100
1092,51900,B,1,0,53900
1093,50900,B,0,2,54470
1094,48700,C,1,3,53450
1095,69900,C,2,0,72400
1096,31700,C,0,1,35020
1097,85800,A,2,2,88600
1098,75900,C,0,0,78470
1099,57600,A,1,2,60400
1100,77400,B,2,3,81650
1101,41100,C,2,0,43600
1102,42200,C,2,0,44700
1103,76700,A,2,3,80250
1104,44200,C,1,3,48950
1105,24200,A,2,0,25500
1106,45100,A,0,1,47220
1107,15300,B,2,2,18800
1108,37100,C,1,2,41100
1109,35900,C,1,3,40650
1110,51400,B,0,1,54220
1111,17600,A,1,2,20400
1112,55000,A,0,3,58620
1113,39600,C,2,0,42100
1114,86500,C,0,2,90570
1115,31400,B,0,3,35720
1116,81000,B,1,1,83750
1117,43800,C,2,1,47050
1118,30000,B,1,1,32750
1119,25400,B,1,3,29650
1120,13500,A,0,0,14870
1121,55300,B,0,1,58120
1122,59800,C,2,3,64550
1123,21600,C,2,0,24100
1124,39500,B,0,2,43070
1125,48000,A,0,3,51620
1126,83500,A,0,1,85620
1127,28400,B,0,3,32720
1128,55500,C,2,1,58750
1129,37000,B,0,0,39070
1130,38500,B,1,3,42750
1131,21200,B,2,0,23200
1132,64900,C,0,1,68220
1133,36900,C,0,0,39470
1134,66800,A,2,2,69600
1135,12400,B,0,0,14470
1136,76500,C,2,3,81250
1137,57800,A,1,0,59100
1138,59000,B,1,1,61750
1139,75600,C,1,0,78100
1140,28100,A,1,3,31650
1141,41300,C,0,3,46120
1142,36800,A,1,2,39600
1143,86000,A,2,0,87300
1144,48900,C,0,3,53720
1145,80500,C,2,1,83750
1146,82400,C,0,0,84970
1147,57500,C,0,2,61570
1148,69200,B,2,3,73450
1149,69300,C,2,1,72550
1150,70900,B,1,2,74400
1151,79700,A,0,2,82570
1152,78400,A,1,1,80450
1153,28900,B,1,0,30900
1154,76900,B,0,0,78970
1155,33400,B,0,3,37720
1156,60700,A,0,0,62070
1157,24000,C,2,1,27250
1158,75400,B,1,1,78150
1159,40000,C,2,1,43250
1160,67500,C,2,1,70750
1161,54300,A,1,2,57100
1162,46400,C,0,1,49720
1163,65500,B,0,1,68320
1164,43600,A,1,3,47150
1165,36000,C,0,1,39320
1166,65200,B,1,0,67200
1167,48400,A,0,0,49770
1168,39900,A,0,1,42020
1169,40700,A,2,0,42000
1170,48900,B,1,1,51650
1171,61400,B,2,3,65650
1172,13200,A,0,0,14570
1173,13500,B,0,1,16320
1174,85200,C,2,0,87700
1175,83600,C,1,1,86850
1176,42800,B,1,1,45550
1177,73400,A,1,0,74700
1178,54900,A,1,3,58450
1179,71700,C,0,2,75770
1180,50700,A,2,0,52000
1181,82500,C,0,3,87320
1182,13600,A,1,2,16400
1183,77300,C,2,3,82050
1184,53400,C,1,3,58150
1185,21000,A,1,0,22300
1186,74100,B,0,3,78420
1187,39700,B,0,3,44020
1188,30700,C,1,0,33200
1189,67800,B,2,3,72050
1190,35000,C,0,1,38320
1191,18200,C,1,2,22200
1192,68700,B,0,3,73020
1193,83900,A,1,2,86700
1194,48500,B,1,3,52750
1195,36300,B,0,0,38370
1196,86500,A,1,0,87800
1197,49900,B,2,1,52650
1198,46500,B,2,0,48500
1199,84500,A,0,1,86620
1200,30600,C,2,2,34600
1201,38000,A,1,2,40800
1202,70800,A,0,0,72170
1203,28700,B,2,1,31450
1204,11400,A,1,3,14950
1205,46400,C,1,3,51150
1206,14700,A,2,0,16000
1207,50200,B,1,2,53700
1208,10300,A,1,2,13100
1209,58800,A,0,2,61670
1210,16000,C,0,3,20820
1211,75600,A,1,1,77650
1212,44000,A,2,2,46800
1213,67000,A,1,1,69050
1214,48800,B,0,0,50870
1215,12500,B,0,3,16820
1216,81900,B,2,3,86150
1217,85500,B,1,1,88250
1218,18500,A,0,1,20620
1219,26100,B,2,0,28100
1220,32700,B,1,3,36950
1221,73700,C,0,1,77020
1222,46800,A,2,1,48850
1223,10600,A,1,2,13400
1224,11100,C,1,2,15100
1225,27500,B,0,1,30320
1226,18200,A,1,3,21750
1227,84500,B,1,0,86500
1228,79700,B,0,3,84020
1229,32000,A,0,0,33370
1230,46400,B,1,1,49150
1231,10400,C,2,1,13650
1232,31700,A,2,2,34500
1233,57400,B,1,3,61650
1234,67100,B,1,2,70600
1235,19600,A,2,0,20900
1236,50800,A,1,3,54350
1237,83200,B,1,0,85200
1238,69700,A,2,2,72500
1239,63800,B,1,1,66550
1240,48200,B,2,1,50950
1241,80400,C,2,1,83650
1242,80300,A,0,0,81670
1243,80400,A,2,1,82450
1244,81700,B,0,3,86020
1245,53100,A,0,0,54470
1246,24000,A,1,0,25300
1247,85400,C,0,1,88720
1248,28000,A,0,0,29370
1249,85400,C,0,3,90220
1250,45400,C,1,2,49400
1251,66100,B,0,1,68920
1252,48900,B,1,1,51650
1253,10500,B,1,0,12500
1254,82400,A,1,1,84450
1255,89800,A,0,1,91920
1256,25300,B,1,3,29550
1257,74700,C,0,0,77270
1258,19700,C,0,1,23020
1259,47000,A,0,0,48370
1260,68700,C,2,1,71950
1261,59000,C,2,1,62250
1262,58600,A,0,1,60720
1263,11900,A,0,0,13270
1264,27200,A,0,3,30820
1265,87300,C,2,3,92050
1266,42000,B,2,1,44750
1267,27000,A,2,1,29050
1268,74200,C,0,1,77520
1269,42700,C,0,1,46020
1270,65300,A,0,1,67420
1271,86600,A,2,1,88650
1272,76700,B,0,0,78770
1273,33700,C,1,1,36950
1274,73000,C,0,0,75570
1275,17700,B,0,0,19770
1276,64100,A,0,3,67720
1277,15600,B,1,0,17600
1278,73000,C,1,2,77000
1279,41700,B,0,1,44520
1280,30300,C,1,3,35050
1281,61700,A,2,0,63000
1282,80100,B,2,2,83600
1283,63000,B,1,1,65750
1284,27500,A,0,2,30370
1285,36700,A,1,1,38750
1286,61000,C,2,2,65000
1287,67200,C,2,3,71950
1288,81600,A,2,0,82900
1289,57400,C,1,0,59900
1290,20800,B,1,3,25050
1291,39600,C,0,3,44420
1292,16200,A,1,3,19750
1293,48600,C,1,0,51100
1294,57100,B,2,0,59100
1295,37100,B,0,3,41420
1296,79800,B,0,3,84120
1297,42000,B,1,1,44750
1298,75900,A,2,1,77950
1299,39600,B,0,3,43920
1300,66700,C,0,2,70770
1301,13100,A,1,0,14400
1302,85400,C,0,1,88720
1303,26800,C,0,0,29370
1304,63700,B,0,1,66520
1305,79800,B,1,2,83300
1306,67700,A,1,1,69750
1307,84500,C,0,2,88570
1308,29200,A,1,1,31250
1309,76800,B,2,0,78800
1310,52100,C,1,3,56850
1311,73400,C,2,2,77400
1312,28100,A,1,0,29400
1313,88600,B,2,0,90600
1314,39200,B,0,3,43520
1315,15500,C,2,2,19500
1316,77000,A,0,1,79120
1317,71900,A,2,3,75450
1318,54900,C,0,1,58220
1319,62900,C,0,1,66220
1320,61700,A,2,1,63750
1321,59400,B,0,3,63720
1322,78700,C,1,1,81950
1323,80200,C,2,2,84200
1324,79900,A,0,1,82020
1325,22100,C,1,1,25350
1326,10500,A,1,3,14050
1327,69200,A,2,0,70500
1328,56800,C,0,2,60870
1329,36100,B,1,0,38100
1330,51500,B,1,0,53500
1331,79300,C,0,3,84120
1332,64400,B,2,1,67150
1333,13300,C,1,1,16550
1334,78000,C,0,2,82070
1335,79300,A,1,3,82850
1336,30700,A,0,0,32070
1337,35200,A,1,2,38000
1338,49500,A,2,3,53050
1339,75000,B,1,3,79250
1340,71900,B,1,0,73900
1341,35100,A,2,1,37150
1342,43400,A,2,3,46950
1343,20300,A,1,3,23850
1344,72400,A,1,1,74450
1345,79300,C,2,2,83300
1346,77500,A,1,3,81050
1347,30700,B,2,1,33450
1348,20100,B,2,1,22850
1349,77900,A,0,1,80020
1350,27200,A,1,3,30750
1351,48600,C,0,3,53420
1352,64300,C,2,0,66800
1353,73700,A,1,0,75000
1354,66900,A,0,2,69770
1355,63600,C,2,1,66850
1356,84200,B,2,0,86200
1357,70200,C,2,2,74200
1358,24900,A,1,1,26950
1359,64900,A,2,2,67700
1360,63800,B,1,3,68050
1361,46000,A,1,0,47300
1362,30200,C,2,1,33450
1363,63100,C,1,1,66350
1364,77700,C,1,0,80200
1365,84900,B,1,0,86900
1366,86900,C,2,0,89400
1367,57200,C,0,0,59770
1368,84500,A,2,2,87300
1369,29600,A,2,3,33150
1370,10700,C,0,3,15520
1371,11500,A,0,2,14370
1372,57300,A,2,1,59350
1373,77800,B,2,3,82050
1374,65500,B,2,2,69000
1375,13300,C,1,2,17300
1376,67800,C,0,2,71870
1377,47500,B,2,0,49500
1378,85300,B,0,2,88870
1379,27700,A,1,3,31250
1380,12000,C,0,2,16070
1381,14900,A,1,2,17700
1382,85400,A,2,1,87450
1383,79500,A,1,1,81550
1384,29800,B,2,1,32550
1385,24400,A,2,3,27950
1386,42700,B,0,0,44770
1387,89200,A,0,2,92070
1388,71000,C,0,3,75820
1389,16500,A,2,1,18550
1390,38000,A,2,2,40800
1391,69800,C,1,3,74550
1392,32500,A,2,0,33800
1393,36000,A,1,3,39550
1394,34700,A,1,0,36000
1395,45500,B,2,3,49750
1396,62200,A,0,3,65820
1397,18000,C,2,1,21250
1398,30100,C,2,0,32600
1399,30300,B,0,3,34620
1400,25600,B,1,0,27600
1401,52300,B,1,0,54300
1402,20800,C,2,0,23300
1403,83900,C,0,0,86470
1404,64300,B,1,2,67800
1405,81500,A,0,1,83620
1406,83500,B,1,2,87000
1407,79300,C,0,1,82620
1408,26400,C,2,2,30400
1409,30500,C,1,2,34500
1410,81100,A,0,1,83220
1411,13600,C,2,0,16100
1412,17400,B,1,1,20150
1413,52500,B,2,1,55250
1414,60500,A,0,0,61870
1415,28900,B,2,2,32400
1416,38700,B,0,0,40770
1417,38300,C,1,1,41550
1418,33700,A,2,1,35750
1419,15300,B,1,0,17300
1420,31600,A,2,3,35150
1421,87400,B,0,1,90220
1422,78800,C,2,3,83550
1423,65500,B,0,3,69820
1424,55100,B,2,3,59350
1425,43300,C,2,1,46550
1426,26400,C,1,2,30400
1427,45200,C,2,1,48450
1428,54100,B,1,1,56850
1429,15900,C,1,2,19900
1430,52200,B,2,1,54950
1431,53100,C,2,1,56350
1432,62400,C,1,2,66400
1433,84400,C,1,3,89150
1434,14700,A,1,1,16750
1435,58100,A,1,1,60150
1436,50200,A,0,3,53820
1437,75600,A,1,0,76900
1438,18600,B,0,3,22920
1439,71600,C,2,3,76350
1440,56300,B,1,3,60550
1441,36800,C,2,1,40050
1442,58500,C,1,2,62500
1443,83300,B,1,3,87550
1444,63500,A,2,2,66300
1445,13400,B,1,2,16900
1446,49900,A,2,1,51950
1447,26600,C,1,0,29100
1448,89700,B,1,3,93950
1449,87400,C,2,2,91400
1450,14000,A,1,2,16800
1451,74100,A,1,3,77650
1452,87200,A,0,0,88570
1453,74200,C,0,3,79020
1454,21000,C,2,1,24250
1455,15100,C,1,1,18350
1456,20400,B,2,1,23150
1457,59400,A,0,1,61520
1458,72600,C,2,3,77350
1459,47300,B,0,3,51620
1460,28600,C,0,2,32670
1461,69000,A,1,0,70300
1462,60900,B,1,2,64400
1463,39100,A,2,1,41150
1464,55700,A,0,1,57820
1465,66400,B,0,2,69970
1466,66600,A,2,3,70150
1467,88800,B,0,0,90870
1468,86300,B,1,2,89800
1469,38900,C,0,3,43720
1470,80800,B,0,3,85120
1471,47800,B,1,3,52050
1472,20200,B,1,1,22950
1473,51500,B,0,0,53570
1474,10900,A,1,2,13700
1475,15200,C,1,0,17700
1476,11300,B,0,3,15620
1477,81500,C,2,1,84750
1478,89600,C,0,0,92170
1479,56700,B,0,0,58770
1480,59100,C,1,0,61600
1481,78600,C,1,2,82600
1482,68500,C,2,1,71750
1483,53200,B,2,3,57450
1484,74600,B,1,2,78100
1485,32200,C,1,2,36200
1486,83100,B,0,1,85920
1487,16200,B,2,2,19700
1488,72000,C,0,0,74570
1489,23300,C,0,0,25870
1490,68800,C,0,2,72870
1491,85000,C,1,0,87500
1492,39500,C,0,3,44320
1493,81200,B,2,1,83950
1494,87700,B,2,0,89700
1495,52100,C,2,3,56850
1496,68700,A,0,2,71570
1497,20900,A,1,0,22200
1498,28300,A,0,2,31170
1499,61100,C,1,2,65100
1500,65000,B,1,1,67750
1501,49700,A,2,2,52500
1502,33900,C,1,1,37150
1503,73600,C,1,1,76850
1504,10900,A,1,0,12200
1505,70600,C,0,1,73920
1506,59400,C,0,0,61970
1507,74400,B,2,3,78650
1508,76900,A,0,3,80520
1509,37600,A,1,1,39650
1510,53800,B,2,3,58050
1511,73900,A,2,2,76700
1512,10300,C,2,0,12800
1513,10500,C,2,1,13750
1514,52900,C,0,3,57720
1515,81900,B,0,2,85470
1516,12600,A,1,0,13900
1517,38700,A,2,1,40750
1518,57300,A,2,3,60850
1519,27900,B,0,0,29970
1520,60900,C,0,2,64970
1521,20000,A,1,1,22050
1522,66600,A,2,1,68650
1523,31000,C,2,2,35000
1524,19400,C,0,1,22720
1525,54000,A,1,2,56800
1526,47500,B,2,0,49500
1527,64200,C,1,1,67450
1528,40400,B,2,0,42400
1529,68400,A,1,0,69700
1530,27800,C,2,0,30300
1531,32000,A,2,3,35550
1532,33500,A,1,2,36300
1533,29700,B,2,1,32450
1534,67000,B,1,0,69000
1535,61100,C,2,1,64350
1536,42900,C,2,1,46150
1537,71300,A,1,1,73350
1538,54700,B,1,0,56700
1539,68900,B,0,3,73220
1540,58400,B,0,3,62720
1541,72300,C,0,0,74870
1542,32300,C,0,1,35620
1543,57400,B,2,3,61650
1544,83000,A,2,2,85800
1545,72400,A,0,0,73770
1546,70300,C,0,2,74370
1547,80500,C,2,2,84500
1548,44800,B,0,0,46870
1549,89400,A,2,2,92200
1550,72000,C,0,3,76820
1551,29400,C,1,2,33400
1552,75300,C,1,0,77800
1553,66600,B,0,2,70170
1554,36400,B,0,0,38470
1555,40600,C,0,3,45420
1556,28100,B,1,0,30100
1557,32500,B,0,3,36820
1558,51400,C,2,2,55400
1559,52800,C,1,0,55300
1560,42800,C,2,0,45300
1561,57900,B,0,2,61470
1562,35500,B,2,3,39750
1563,67600,C,1,3,72350
1564,24400,C,0,1,27720
1565,69300,A,1,0,70600
1566,18500,A,0,3,22120
1567,32800,A,1,2,35600
1568,13700,C,1,3,18450
1569,47800,C,1,0,50300
1570,12800,C,2,1,16050
1571,64200,A,0,3,67820
1572,50900,A,2,3,54450
1573,88400,C,1,1,91650
1574,20100,B,1,0,22100
1575,65000,B,1,3,69250
1576,64400,B,2,2,67900
1577,25100,C,0,0,27670
1578,14500,C,0,1,17820
1579,31600,A,0,3,35220
1580,44100,C,0,3,48920
1581,80800,C,0,0,83370
1582,47400,C,2,1,50650
1583,79600,B,1,3,83850
1584,28800,A,2,1,30850
1585,12200,A,1,2,15000
1586,10900,A,0,3,14520
1587,45800,B,0,1,48620
1588,46100,B,1,0,48100
1589,18500,C,2,2,22500
1590,65800,A,0,0,67170
1591,49300,C,1,2,53300
1592,27700,A,0,1,29820
1593,46600,A,1,2,49400
1594,21300,A,0,3,24920
1595,10800,A,1,0,12100
1596,19700,C,0,2,23770
1597,80000,B,2,1,82750
1598,41300,C,0,1,44620
1599,80400,A,0,3,84020
1600,80400,A,1,0,81700
1601,21300,C,0,1,24620
1602,79900,C,1,2,83900
1603,54700,A,0,1,56820
1604,75600,A,2,2,78400
1605,43500,B,0,3,47820
1606,69700,B,1,1,72450
1607,78200,A,0,0,79570
1608,65300,A,0,1,67420
1609,67500,B,1,1,70250
1610,88400,C,0,3,93220
1611,21000,A,0,2,23870
1612,53700,B,1,0,55700
1613,54700,A,0,1,56820
1614,42300,B,0,1,45120
1615,69200,B,1,1,71950
1616,43400,C,1,0,45900
1617,37200,C,2,0,39700
1618,15100,C,1,3,19850
1619,85000,A,2,0,86300
1620,87300,A,1,2,90100
1621,46600,A,1,2,49400
1622,63600,C,2,1,66850
1623,75900,C,2,2,79900
1624,69900,C,2,3,74650
1625,38400,C,1,2,42400
1626,82100,A,2,2,84900
1627,58100,A,0,3,61720
1628,16400,B,0,0,18470
1629,56600,B,0,3,60920
1630,29100,B,2,2,32600
1631,87700,A,2,2,90500
1632,84300,B,1,0,86300
1633,83600,C,2,0,86100
1634,36500,C,0,3,41320
1635,77700,B,2,0,79700
1636,59900,A,2,3,63450
1637,70600,C,1,2,74600
1638,73100,A,0,1,75220
1639,69900,A,0,2,72770
1640,21200,A,1,2,24000
1641,51800,A,0,2,54670
1642,52700,A,0,2,55570
1643,83100,B,0,0,85170
1644,19300,C,0,1,22620
1645,65200,C,0,1,68520
1646,86200,B,0,1,89020
1647,21400,A,0,1,23520
1648,28600,A,1,0,29900
1649,82300,A,1,1,84350
1650,80800,A,1,2,83600
1651,79700,B,2,2,83200
1652,60600,C,0,1,63920
1653,30100,C,1,2,34100
1654,32800,A,2,0,34100
1655,79400,C,2,0,81900
1656,27700,A,1,2,30500
1657,74800,B,0,2,78370
1658,25600,C,2,0,28100
1659,72900,C,0,3,77720
1660,29500,A,0,3,33120
1661,12400,A,0,2,15270
1662,67300,C,2,2,71300
1663,68900,C,1,0,71400
1664,36600,C,2,1,39850
1665,30300,C,0,0,32870
1666,48800,B,0,3,53120
1667,62300,C,0,0,64870
1668,69800,C,1,1,73050
1669,47500,A,2,3,51050
1670,11100,B,2,2,14600
1671,32600,C,2,3,37350
1672,53900,A,0,2,56770
1673,13400,A,0,2,16270
1674,69400,B,2,1,72150
1675,48000,B,0,0,50070
1676,19300,B,1,0,21300
1677,68600,B,2,1,71350
1678,66600,B,0,2,70170
1679,45600,C,0,0,48170
1680,83800,A,1,2,86600
1681,57200,C,0,1,60520
1682,52400,B,0,2,55970
1683,17100,B,2,1,19850
1684,50500,B,1,2,54000
1685,39200,A,1,1,41250
1686,29100,B,1,1,31850
1687,23600,A,0,3,27220
1688,25400,B,0,3,29720
1689,64600,A,1,3,68150
1690,35100,A,0,1,37220
1691,67700,A,1,3,71250
1692,25500,C,0,3,30320
1693,86400,B,0,2,89970
1694,71800,C,1,0,74300
1695,22300,C,2,0,24800
1696,89000,C,1,0,91500
1697,38200,B,0,3,42520
1698,47900,B,1,1,50650
1699,44500,A,0,2,47370
1700,64400,C,1,1,67650
1701,75700,B,0,2,79270
1702,76500,C,0,0,79070
1703,79300,B,2,2,82800
1704,89900,B,1,0,91900
1705,51900,B,0,1,54720
1706,78800,C,1,3,83550
1707,26000,B,0,0,28070
1708,18200,A,0,3,21820
1709,41000,A,1,2,43800
1710,45400,B,1,1,48150
1711,14800,C,0,2,18870
1712,65800,B,2,2,69300
1713,68100,A,1,0,69400
1714,23000,C,2,0,25500
1715,25400,B,1,3,29650
1716,54300,A,0,3,57920
1717,18800,B,2,3,23050
1718,85000,C,2,0,87500
1719,65600,A,0,0,66970
1720,39300,A,1,1,41350
1721,66100,A,2,2,68900
1722,16100,C,0,0,18670
1723,63200,C,0,2,67270
1724,73500,C,2,2,77500
1725,19500,C,1,0,22000
1726,28600,B,1,1,31350
1727,20900,C,0,2,24970
1728,84500,A,2,2,87300
1729,63600,C,1,1,66850
1730,49500,A,2,3,53050
1731,71900,A,1,2,74700
1732,52600,B,2,1,55350
1733,26900,B,1,3,31150
1734,46500,C,1,2,50500
1735,47100,B,2,3,51350
1736,59200,A,1,0,60500
1737,88700,C,1,1,91950
1738,31700,A,0,2,34570
1739,48300,B,1,3,52550
1740,22100,A,2,2,24900
1741,81100,B,1,0,83100
1742,46500,B,1,1,49250
1743,52700,A,1,3,56250
1744,79600,A,0,2,82470
1745,79100,C,1,0,81600
1746,34000,A,0,0,35370
1747,83000,A,1,2,85800
1748,75200,A,1,0,76500
1749,32000,B,0,0,34070
1750,23500,C,2,1,26750
1751,73400,A,1,1,75450
1752,30800,C,0,2,34870
1753,78400,C,1,2,82400
1754,16300,A,2,0,17600
1755,27700,A,0,3,31320
1756,29900,A,1,3,33450
1757,83500,A,2,3,87050
1758,53900,A,2,2,56700
1759,57100,C,1,2,61100
1760,28800,B,1,1,31550
1761,56400,C,0,0,58970
1762,85900,A,0,3,89520
1763,87300,C,2,2,91300
1764,79100,A,1,1,81150
1765,74000,B,2,2,77500
1766,43100,C,0,1,46420
1767,18200,B,2,0,20200
1768,25300,C,1,2,29300
1769,61900,B,1,0,63900
1770,73100,B,2,2,76600
1771,65800,B,2,0,67800
1772,47300,C,2,0,49800
1773,54700,B,1,3,58950
1774,56100,C,2,0,58600
1775,25700,A,0,0,27070
1776,69600,B,2,2,73100
1777,41700,A,0,3,45320
1778,66100,C,1,0,68600
1779,25700,B,2,3,29950
1780,84500,A,2,0,85800
1781,35700,B,2,1,38450
1782,80300,C,2,3,85050
1783,16200,C,0,1,19520
1784,73800,B,0,0,75870
1785,49900,B,0,0,51970
1786,60600,A,2,3,64150
1787,82300,B,0,1,85120
1788,63500,B,2,1,66250
1789,12000,A,1,3,15550
1790,54400,B,1,2,57900
1791,20300,B,0,2,23870
1792,47700,B,0,2,51270
1793,32200,B,1,2,35700
1794,80900,C,1,0,83400
1795,41300,B,1,2,44800
1796,56100,A,1,0,57400
1797,11700,C,0,0,14270
1798,30200,C,2,0,32700
1799,84600,C,2,1,87850
1800,62500,C,1,1,65750
1801,68800,B,0,0,70870
1802,49000,A,0,1,51120
1803,61300,C,1,3,66050
1804,65900,A,0,0,67270
1805,31100,B,0,3,35420
1806,49600,B,0,1,52420
1807,44400,C,2,1,47650
1808,58200,A,1,0,59500
1809,73300,A,1,2,76100
1810,71000,C,1,1,74250
1811,33000,C,0,0,35570
1812,70400,C,2,2,74400
1813,27500,B,2,0,29500
1814,35600,C,0,2,39670
1815,88800,A,1,0,90100
1816,67600,B,0,0,69670
1817,66700,C,1,3,71450
1818,79200,B,1,1,81950
1819,69100,A,1,2,71900
1820,13700,A,1,2,16500
1821,73300,C,0,1,76620
1822,62800,C,2,3,67550
1823,87400,C,0,0,89970
1824,15700,C,0,0,18270
1825,15100,A,0,1,17220
1826,46700,B,1,0,48700
1827,63400,B,2,3,67650
1828,79100,C,2,0,81600
1829,65900,C,2,0,68400
1830,29400,B,2,0,31400
1831,35700,C,2,2,39700
1832,60800,A,0,1,62920
1833,11200,C,2,2,15200
1834,46600,B,0,3,50920
1835,81000,B,0,3,85320
1836,57000,B,0,1,59820
1837,65700,A,1,0,67000
1838,73400,B,0,2,76970
1839,27800,A,0,0,29170
1840,69900,A,2,2,72700
1841,87400,C,2,2,91400
1842,73500,B,1,0,75500
1843,57800,B,2,3,62050
1844,50700,B,1,3,54950
1845,60500,C,0,1,63820
1846,35500,C,1,0,38000
1847,88400,B,1,2,91900
1848,12000,C,0,3,16820
1849,48700,A,0,0,50070
1850,30800,A,1,2,33600
1851,53400,C,0,0,55970
1852,66100,A,2,3,69650
1853,63000,A,2,2,65800
1854,83300,B,0,2,86870
1855,46600,A,1,2,49400
1856,10700,B,0,0,12770
1857,68000,B,1,1,70750
1858,84500,B,0,2,88070
1859,52200,C,1,1,55450
1860,74000,C,1,0,76500
1861,47100,A,1,2,49900
1862,53900,B,2,2,57400
1863,47300,B,2,2,50800
1864,14600,C,2,0,17100
1865,53200,C,0,2,57270
1866,80600,C,1,3,85350
1867,64400,A,0,1,66520
1868,87200,B,2,3,91450
1869,42100,C,2,1,45350
1870,62300,B,1,2,65800
1871,79600,B,2,1,82350
1872,41100,C,2,2,45100
1873,52900,C,1,2,56900
1874,64700,B,2,0,66700
1875,20200,C,2,0,22700
1876,39700,A,1,1,41750
1877,72900,C,0,1,76220
1878,52400,C,2,1,55650
1879,85500,A,1,3,89050
1880,68800,A,2,2,71600
1881,75600,B,2,0,77600
1882,67900,C,0,0,70470
1883,46800,B,2,1,49550
1884,62100,A,0,2,64970
1885,40800,B,1,1,43550
1886,79100,C,1,2,83100
1887,82200,B,1,3,86450
1888,28800,B,0,0,30870
1889,51900,A,0,0,53270
1890,76900,B,1,0,78900
1891,78200,B,0,1,81020
1892,64400,A,2,0,65700
1893,66100,B,0,0,68170
1894,84900,B,2,2,88400
1895,56700,A,2,0,58000
1896,86700,C,0,3,91520
1897,33600,A,2,3,37150
1898,84400,B,1,1,87150
1899,42900,A,1,0,44200
1900,26600,A,0,2,29470
1901,88700,C,1,2,92700
1902,60800,B,1,3,65050
1903,83600,A,1,3,87150
1904,24800,B,2,3,29050
1905,40600,C,0,3,45420
1906,39600,C,0,0,42170
1907,27100,C,0,1,30420
1908,80200,B,2,2,83700
1909,33600,C,1,1,36850
1910,24100,B,1,2,27600
1911,83200,C,2,0,85700
1912,79400,A,1,0,80700
1913,12600,A,1,1,14650
1914,81400,C,0,1,84720
1915,78400,B,0,1,81220
1916,71800,A,1,0,73100
1917,59200,A,0,0,60570
1918,27700,C,2,3,32450
1919,83600,A,2,2,86400
1920,65700,A,0,2,68570
1921,88100,B,2,3,92350
1922,14700,C,0,2,18770
1923,11300,B,1,3,15550
1924,18800,C,1,2,22800
1925,57700,C,2,2,61700
